"id","name","microbe_id","species","kingdom","phylum","ncbi_tax_id","activity","gram","oxygen_requirement","created_at","updated_at","klass","order","family","genus","strain","metabolism","shape","mobility","flagella_presence","number_of_membranes","optimal_temperature","temperature_range","habitat","biotic_relationship","cell_arrangement","sporulation","energy_source","superkingdom","background","health_type","evidence_type","data_source","export","human_pathogen","genome_ids","parent_id","level"
763272,"Lysinibacillus sphaericus","MMDBm0763272","Lysinibacillus sphaericus",NULL,"Firmicutes",1421,NULL,NULL,"Aerobe","2021-02-12 03:17:28.615644","2022-08-25 23:58:18.042461","Bacilli","Bacillales","Bacillaceae","Lysinibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,867,NULL,NULL
764325,"Oceanobacillus picturae","MMDBm0764325","Oceanobacillus picturae",NULL,"Firmicutes",171693,NULL,NULL,NULL,"2021-02-12 03:28:26.819989","2022-08-25 23:58:18.053786","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1323,NULL,NULL
766460,"Brochothrix thermosphacta","MMDBm0766460","NULL",NULL,"Firmicutes",2756,NULL,NULL,"Facultative anaerobe","2021-02-12 03:56:15.239821","2022-08-25 23:58:18.061230","Bacilli","Bacillales","Listeriaceae","Brochothrix",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,957,NULL,NULL
766462,"Brochothrix thermosphacta DSM 20171 = FSL F6-1036","MMDBm0766462","Brochothrix thermosphacta",NULL,"Firmicutes",1121126,NULL,"Positive","Facultative anaerobe","2021-02-12 03:56:16.317950","2022-08-17 23:00:41.258717","Bacilli","Bacillales","Listeriaceae","Brochotrix","Brochothrix thermosphacta DSM 20171 = FSL F6-1036","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,109,NULL,NULL
766513,"Listeria grayi","MMDBm0766513","NULL",NULL,"Firmicutes",1641,NULL,NULL,"Facultative anaerobe","2021-02-12 03:56:46.401108","2022-08-25 23:58:18.071527","Bacilli","Bacillales","Listeriaceae","Listeria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,893,NULL,NULL
766514,"Listeria grayi DSM 20601","MMDBm0766514","Listeria grayi",NULL,"Firmicutes",525367,NULL,"Positive","Facultative anaerobe","2021-02-12 03:56:47.089673","2022-08-23 02:00:25.459566","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria grayi DSM 20601","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,360,NULL,NULL
766529,"Listeria monocytogenes 10403S","MMDBm0766529","Listeria monocytogenes",NULL,"Firmicutes",393133,NULL,NULL,"Facultative anaerobe","2021-02-12 03:56:55.253583","2022-08-23 02:00:25.496696","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes 10403S",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,240,NULL,NULL
766572,"Listeria monocytogenes Finland 1998","MMDBm0766572","Listeria monocytogenes",NULL,"Firmicutes",393127,NULL,"Positive","Facultative anaerobe","2021-02-12 03:57:14.397250","2022-08-23 02:00:25.527706","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes Finland 1998","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,220,NULL,NULL
766585,"Listeria monocytogenes FSL R2-561","MMDBm0766585","Listeria monocytogenes",NULL,"Firmicutes",393126,NULL,"Positive","Facultative anaerobe","2021-02-12 03:57:20.385824","2022-08-23 02:00:25.557491","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes FSL R2-561","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,210,NULL,NULL
766588,"Listeria monocytogenes J0161","MMDBm0766588","Listeria monocytogenes",NULL,"Firmicutes",393130,NULL,"Positive","Facultative anaerobe","2021-02-12 03:57:21.620792","2022-08-23 02:00:25.579062","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes J0161","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,228,NULL,NULL
766676,"Listeria monocytogenes serotype 4a str. L99","MMDBm0766676","Listeria monocytogenes",NULL,"Firmicutes",565047,NULL,"Positive","Facultative anaerobe","2021-02-12 03:58:04.022632","2022-08-29 16:05:08.061338","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes serotype 4a str. L99","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1732,NULL,NULL
766709,"Listeria monocytogenes serotype 7 str. SLCC2482","MMDBm0766709","Listeria monocytogenes",NULL,"Firmicutes",863767,NULL,"Positive","Facultative anaerobe","2021-02-12 03:58:19.911180","2022-08-23 02:00:25.612115","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes serotype 7 str. SLCC2482","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,271,NULL,NULL
766729,"Listeria monocytogenes SLCC2378","MMDBm0766729","Listeria monocytogenes",NULL,"Firmicutes",879088,NULL,"Positive","Facultative anaerobe","2021-02-12 03:58:28.992651","2022-08-23 02:00:25.649797","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes SLCC2378","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,280,NULL,NULL
766731,"Listeria monocytogenes SLCC2540","MMDBm0766731","Listeria monocytogenes",NULL,"Firmicutes",879089,NULL,"Positive","Facultative anaerobe","2021-02-12 03:58:29.838438","2022-08-23 02:00:25.680357","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes SLCC2540","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,288,NULL,NULL
766734,"Listeria monocytogenes SLCC7179","MMDBm0766734","Listeria monocytogenes",NULL,"Firmicutes",879090,NULL,"Positive","Facultative anaerobe","2021-02-12 03:58:31.278239","2022-08-23 02:00:25.735879","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes SLCC7179","Saccharolytic, respiratory or fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,297,NULL,NULL
766845,"Aneurinibacillus aneurinilyticus","MMDBm0766845","NULL",NULL,"Firmicutes",1391,NULL,NULL,"Aerobe","2021-02-12 03:59:25.650432","2022-08-25 23:58:18.103172","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,859,NULL,NULL
766846,"Aneurinibacillus aneurinilyticus ATCC 12856","MMDBm0766846","Aneurinibacillus aneurinilyticus",NULL,"Firmicutes",649747,NULL,"Positive","Aerobe","2021-02-12 03:59:26.088026","2022-08-14 18:30:56.949660","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus aneurinilyticus ATCC 12856","Saccharolytic","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,24,NULL,NULL
766909,"Brevibacillus agri","MMDBm0766909","NULL",NULL,"Firmicutes",51101,NULL,NULL,"Aerobe","2021-02-12 03:59:56.254761","2022-08-25 23:58:18.111811","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1175,NULL,NULL
766910,"Brevibacillus agri 5-2","MMDBm0766910","Brevibacillus agri",NULL,"Firmicutes",1444307,NULL,"Variable","Aerobe","2021-02-12 03:59:56.676647","2022-08-17 23:00:41.302152","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus agri 5-2","Saccharolytic","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,152,NULL,NULL
766911,"Brevibacillus agri BAB-2500","MMDBm0766911","Brevibacillus agri",NULL,"Firmicutes",1246477,NULL,"Variable","Aerobe","2021-02-12 03:59:57.115650","2022-08-17 23:00:41.315952","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","Brevibacillus agri BAB-2500","Saccharolytic","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,140,NULL,NULL
766914,"Brevibacillus borstelensis","MMDBm0766914","NULL",NULL,"Firmicutes",45462,NULL,NULL,"Aerobe","2021-02-12 03:59:58.743509","2022-08-29 16:05:08.106104","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1997; 1998",NULL,NULL
767816,"Paenibacillus alvei","MMDBm0767816","NULL",NULL,"Firmicutes",44250,NULL,NULL,"Facultative anaerobe","2021-02-12 04:08:27.279653","2022-08-25 23:58:18.123353","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1071,NULL,NULL
767839,"Paenibacillus barengoltzii","MMDBm0767839","NULL",NULL,"Firmicutes",343517,NULL,NULL,NULL,"2021-02-12 04:08:38.287249","2022-08-29 16:05:08.130404","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1969; 1970",NULL,NULL
767878,"Paenibacillus daejeonensis","MMDBm0767878","NULL",NULL,"Firmicutes",135193,NULL,NULL,"Facultative anaerobe","2021-02-12 04:08:57.405805","2022-08-29 16:05:08.170971","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1744; 1745",NULL,NULL
767930,"Paenibacillus graminis","MMDBm0767930","Paenibacillus graminis",NULL,"Firmicutes",189425,NULL,NULL,NULL,"2021-02-12 04:09:21.308107","2022-08-25 23:58:18.129923","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","NULL",NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1329,NULL,NULL
767931,"Paenibacillus graminis RSA19","MMDBm0767931","Paenibacillus graminis",NULL,"Firmicutes",1333858,NULL,NULL,NULL,"2021-02-12 04:09:21.744434","2022-08-23 02:00:25.812472","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","NULL",NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,372,NULL,NULL
767964,"Paenibacillus lactis","MMDBm0767964","NULL",NULL,"Firmicutes",228574,NULL,NULL,"Aerobe","2021-02-12 04:09:37.269567","2022-08-29 16:05:08.211460","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1918; 1919",NULL,NULL
767965,"Paenibacillus lactis 154","MMDBm0767965","Paenibacillus lactis",NULL,"Firmicutes",743719,NULL,"Negative","Aerobe","2021-02-12 04:09:37.712281","2022-08-25 23:58:18.138688","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","NULL","Saccharolytic, fermentative","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,774,NULL,NULL
772876,"Kurthia massiliensis","MMDBm0772876","Kurthia massiliensis",NULL,"Firmicutes",1033739,NULL,"Positive","Aerobe","2021-02-12 04:59:08.085805","2022-08-29 16:05:08.224760","Bacilli","Bacillales","Planococcaceae","Kurthia",NULL,"Saccharolytic, respiratory",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1841,NULL,NULL
774232,"Ureibacillus thermosphaericus","MMDBm0774232","Ureibacillus thermosphaericus",NULL,"Firmicutes",51173,NULL,NULL,"Aerobe","2021-02-12 05:12:30.163851","2022-08-29 16:05:08.233199","Bacilli","Bacillales","Planococcaceae","Ureibacillus",NULL,NULL,"Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2033,NULL,NULL
774233,"Ureibacillus thermosphaericus str. Thermo-BF","MMDBm0774233","Ureibacillus thermosphaericus",NULL,"Firmicutes",1160707,NULL,"Negative","Aerobe","2021-02-12 05:12:30.683138","2022-08-25 23:58:18.147688","Bacilli","Bacillales","Planococcaceae","Ureibacillus","Ureibacillus thermosphaericus str. Thermo-BF","Uses esculine, urea and malate as carbon source","Bacilli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,413,NULL,NULL
774625,"Mammaliicoccus sciuri","MMDBm0774625","Mammaliicoccus sciuri",NULL,"Firmicutes",1296,NULL,NULL,NULL,"2021-02-12 05:16:32.951360","2022-08-25 23:58:18.162565","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus",NULL,NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"482; 834",NULL,NULL
774630,"Staphylococcus sciuri subsp. sciuri Z8","MMDBm0774630","Mammaliicoccus sciuri",NULL,"Firmicutes",1232666,NULL,"Positive","Facultative anaerobe","2021-02-12 05:16:35.430403","2022-08-29 16:05:08.248369","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus sciuri subsp. sciuri Z8","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,"1739; 1740",NULL,NULL
774632,"Mammaliicoccus vitulinus","MMDBm0774632","Mammaliicoccus vitulinus",NULL,"Firmicutes",71237,NULL,NULL,NULL,"2021-02-12 05:16:37.189455","2022-08-25 23:58:18.171892","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus",NULL,NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1243,NULL,NULL
774771,"Staphylococcus arlettae","MMDBm0774771","Staphylococcus arlettae",NULL,"Firmicutes",29378,NULL,NULL,NULL,"2021-02-12 05:18:04.830372","2022-08-25 23:58:18.183393","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,992,NULL,NULL
774772,"Staphylococcus arlettae CVD059","MMDBm0774772","Staphylococcus arlettae",NULL,"Firmicutes",1212545,NULL,"Positive","Facultative anaerobe","2021-02-12 05:18:05.525346","2022-08-25 23:58:18.190601","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,469,NULL,NULL
778392,"Staphylococcus aureus subsp. aureus USA300","MMDBm0778392","Staphylococcus aureus",NULL,"Firmicutes",367830,NULL,NULL,"Facultative anaerobe","2021-02-12 05:50:51.736112","2022-08-29 16:05:08.269062","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1750,NULL,NULL
779389,"Staphylococcus capitis C87","MMDBm0779389","Staphylococcus capitis",NULL,"Firmicutes",435838,NULL,"Positive","Facultative anaerobe","2021-02-12 05:59:40.157153","2022-08-25 23:58:18.204792","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,625,NULL,NULL
779390,"Staphylococcus capitis CR01","MMDBm0779390","Staphylococcus capitis",NULL,"Firmicutes",1296619,NULL,"Positive","Facultative anaerobe","2021-02-12 05:59:40.622548","2022-08-25 23:58:18.212071","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,481,NULL,NULL
779391,"Staphylococcus capitis QN1","MMDBm0779391","Staphylococcus capitis",NULL,"Firmicutes",1189311,NULL,"Positive","Facultative anaerobe","2021-02-12 05:59:41.066561","2022-08-25 23:58:18.218996","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,430,NULL,NULL
779396,"Staphylococcus caprae","MMDBm0779396","Staphylococcus caprae",NULL,"Firmicutes",29380,NULL,NULL,"Facultative anaerobe","2021-02-12 05:59:43.312506","2022-08-25 23:58:18.225392","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,993,NULL,NULL
779405,"Staphylococcus cohnii","MMDBm0779405","Staphylococcus cohnii",NULL,"Firmicutes",29382,NULL,NULL,"Facultative anaerobe","2021-02-12 05:59:48.530133","2022-08-25 23:58:18.231723","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,994,NULL,NULL
779406,"Staphylococcus cohnii hu-01","MMDBm0779406","Staphylococcus cohnii",NULL,"Firmicutes",1415164,NULL,"Positive","Facultative anaerobe","2021-02-12 05:59:49.080161","2022-08-25 23:58:18.237671","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,487,NULL,NULL
779525,"Staphylococcus equorum","MMDBm0779525","Staphylococcus equorum",NULL,"Firmicutes",246432,NULL,NULL,"Facultative anaerobe","2021-02-12 06:01:01.036570","2022-08-25 23:58:18.244349","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1344,NULL,NULL
779527,"Staphylococcus equorum subsp. equorum Mu2","MMDBm0779527","Staphylococcus equorum",NULL,"Firmicutes",1159488,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:02.394566","2022-08-25 23:58:18.250830","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,406,NULL,NULL
779540,"Staphylococcus hominis subsp. hominis C80","MMDBm0779540","Staphylococcus hominis",NULL,"Firmicutes",435837,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:09.565490","2022-08-25 23:58:18.257543","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,624,NULL,NULL
779545,"Staphylococcus intermedius","MMDBm0779545","Staphylococcus intermedius",NULL,"Firmicutes",1285,NULL,NULL,NULL,"2021-02-12 06:01:12.067860","2022-08-31 19:30:55.616281","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,2457,NULL,NULL
779566,"Staphylococcus pasteuri SP1","MMDBm0779566","Staphylococcus pasteuri",NULL,"Firmicutes",1276282,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:23.527767","2022-08-25 23:58:18.264313","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,478,NULL,NULL
779568,"Staphylococcus pettenkoferi","MMDBm0779568","Staphylococcus pettenkoferi",NULL,"Firmicutes",170573,NULL,NULL,"Facultative anaerobe","2021-02-12 06:01:24.595736","2022-08-25 23:58:18.272106","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,1322,NULL,NULL
779569,"Staphylococcus pettenkoferi VCU012","MMDBm0779569","Staphylococcus pettenkoferi",NULL,"Firmicutes",904314,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:25.057830","2022-08-25 23:58:18.278618","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,804,NULL,NULL
779586,"Staphylococcus simulans","MMDBm0779586","Staphylococcus simulans",NULL,"Firmicutes",1286,NULL,NULL,"Facultative anaerobe","2021-02-12 06:01:34.457063","2022-08-25 23:58:18.285875","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,830,NULL,NULL
779587,"Staphylococcus simulans ACS-120-V-Sch1","MMDBm0779587","Staphylococcus simulans",NULL,"Firmicutes",883166,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:35.302067","2022-08-25 23:58:18.299255","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,793,NULL,NULL
779599,"Staphylococcus warneri SG1","MMDBm0779599","Staphylococcus warneri",NULL,"Firmicutes",1194526,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:41.635026","2022-08-25 23:58:18.306850","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,463,NULL,NULL
779601,"Staphylococcus xylosus","MMDBm0779601","Staphylococcus xylosus",NULL,"Firmicutes",1288,NULL,NULL,"Facultative anaerobe","2021-02-12 06:01:42.529782","2022-08-25 23:58:18.314355","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL",NULL,"Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,831,NULL,NULL
779602,"Staphylococcus xylosus DMB3-Bh1","MMDBm0779602","Staphylococcus xylosus",NULL,"Firmicutes",1353979,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:43.239436","2022-08-25 23:58:18.321401","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,432,NULL,NULL
779603,"Staphylococcus xylosus NJ","MMDBm0779603","Staphylococcus xylosus",NULL,"Firmicutes",1262650,NULL,"Positive","Facultative anaerobe","2021-02-12 06:01:45.306155","2022-08-25 23:58:18.328151","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NULL","Saccharolytic, respiratory or fermentative","Cocci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,477,NULL,NULL
784087,"Gemella haemolysans ATCC 10379","MMDBm0784087","Gemella haemolysans",NULL,"Firmicutes",546270,NULL,"Positive","Facultative anaerobe","2021-02-12 06:43:56.420427","2022-08-23 02:00:25.840285","Bacilli","Bacillales","Bacillales Incertae Sedis XI","Gemella","Gemella haemolysans ATCC 10379","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,227,NULL,NULL
784091,"Gemella morbillorum M424","MMDBm0784091","Gemella morbillorum",NULL,"Firmicutes",562982,NULL,"Positive","Facultative anaerobe","2021-02-12 06:43:58.522521","2022-08-23 02:00:25.882653","Bacilli","Bacillales","Bacillales Incertae Sedis XI","Gemella","Gemella morbillorum M424","Saccharolytic, fermentative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bacteria",NULL,NULL,NULL,NULL,1,NULL,310,NULL,NULL
