,xrefs_inchikey,associated_pathways_kegg_map_id,associated_pathways_name,associated_pathways_type,associated_pathways_smpdb_id
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,mirtazapine h1-antihistamine action,biolink:Pathway,SMP62885
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,mizolastine h1-antihistamine action,biolink:Pathway,SMP60230
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,nizatidine action pathway,biolink:Pathway,SMP00233
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,olopatadine h1-antihistamine action,biolink:Pathway,SMP60740
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,omeprazole action pathway,biolink:Pathway,SMP00226
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,orphenadrine h1-antihistamine action,biolink:Pathway,SMP58808
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,oxatomide h1-antihistamine action,biolink:Pathway,SMP59044
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,oxomemazine h1-antihistamine action,biolink:Pathway,SMP59738
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,pantoprazole action pathway,biolink:Pathway,SMP00228
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,phenbenzamine h1-antihistamine action,biolink:Pathway,SMP59702
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,phenindamine h1-antihistamine action,biolink:Pathway,SMP61190
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,pheniramine h1-antihistamine action,biolink:Pathway,SMP56662
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,phenyltoloxamine h1-antihistamine action,biolink:Pathway,SMP58916
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,pimethixene h1-antihistamine action,biolink:Pathway,SMP62886
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,pirenzepine action pathway,biolink:Pathway,SMP00246
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,promethazine h1-antihistamine action,biolink:Pathway,SMP59211
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,propiomazine h1-antihistamine action,biolink:Pathway,SMP62625
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,pyrrobutamine h1-antihistamine action,biolink:Pathway,SMP62887
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,quetiapine h1-antihistamine action,biolink:Pathway,SMP62884
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,quifenadine h1-antihistamine action,biolink:Pathway,SMP60743
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,rabeprazole action pathway,biolink:Pathway,SMP00229
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,ranitidine action pathway,biolink:Pathway,SMP00230
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,roxatidine acetate action pathway,biolink:Pathway,SMP00734
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,rupatadine h1-antihistamine action,biolink:Pathway,SMP60235
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,talastine h1-antihistamine action,biolink:Pathway,SMP57586
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,temelastine h1-antihistamine action,biolink:Pathway,SMP62880
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,terfenadine h1-antihistamine action,biolink:Pathway,SMP60208
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,thenalidine h1-antihistamine action,biolink:Pathway,SMP62894
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,thenyldiamine h1-antihistamine action,biolink:Pathway,SMP62624
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,thiazinamium h1-antihistamine action,biolink:Pathway,SMP60742
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,thonzylamine h1-antihistamine action,biolink:Pathway,SMP58769
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,tolpropamine h1-antihistamine action,biolink:Pathway,SMP62621
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,tripelennamine h1-antihistamine action,biolink:Pathway,SMP57587
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,triprolidine h1-antihistamine action,biolink:Pathway,SMP57581
61,NTYJJOPFIAHURM-UHFFFAOYSA-N,,tritoqualine h1-antihistamine action,biolink:Pathway,SMP62895
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,betazole action pathway,biolink:Pathway,SMP00736
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,cimetidine action pathway,biolink:Pathway,SMP00232
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,esomeprazole action pathway,biolink:Pathway,SMP00225
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,famotidine action pathway,biolink:Pathway,SMP00231
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,gastric acid production,biolink:Pathway,SMP00589
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,lafutidine h2-antihistamine action,biolink:Pathway,SMP51038
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,lansoprazole action pathway,biolink:Pathway,SMP00227
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,metiamide action pathway,biolink:Pathway,SMP00735
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,nizatidine action pathway,biolink:Pathway,SMP00233
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,omeprazole action pathway,biolink:Pathway,SMP00226
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,pantoprazole action pathway,biolink:Pathway,SMP00228
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,map00564,phospholipid biosynthesis,biolink:Pathway,SMP00025
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,pirenzepine action pathway,biolink:Pathway,SMP00246
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,rabeprazole action pathway,biolink:Pathway,SMP00229
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,ranitidine action pathway,biolink:Pathway,SMP00230
62,OIPILFWXSMYKGL-UHFFFAOYSA-N,,roxatidine acetate action pathway,biolink:Pathway,SMP00734
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,,27-hydroxylase deficiency,biolink:Pathway,SMP00720
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,,cerebrotendinous xanthomatosis (ctx),biolink:Pathway,SMP00315
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,,congenital bile acid synthesis defect type ii,biolink:Pathway,SMP00314
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,,congenital bile acid synthesis defect type iii,biolink:Pathway,SMP00318
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,,familial hypercholanemia (fhca),biolink:Pathway,SMP00317
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,map00120,primary bile acid biosynthesis,biolink:Pathway,
63,AWDRATDZQPNJFN-VAYUFCLWSA-N,,zellweger syndrome,biolink:Pathway,SMP00316
64,GETQZCLCWQTVFV-UHFFFAOYSA-N,,,,
65,UYPYRKYUKCHHIB-UHFFFAOYSA-N,,,,
66,WBYWAXJHAXSJNI-VOTSOKGWSA-N,,,,
67,KSEBMYQBYZTDHS-HWKANZROSA-N,,,,
68,FEWJPZIEWOKRBE-JCYAYHJZSA-N,,,,
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,alkaptonuria,biolink:Pathway,SMP00169
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,disulfiram action pathway,biolink:Pathway,SMP00429
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,dopamine beta-hydroxylase deficiency,biolink:Pathway,SMP00498
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,hawkinsinuria,biolink:Pathway,SMP00190
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,monoamine oxidase-a deficiency (mao-a),biolink:Pathway,SMP00533
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,map00350,tyrosine metabolism,biolink:Pathway,
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,tyrosinemia type i,biolink:Pathway,SMP00218
69,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,"tyrosinemia, transient, of the newborn",biolink:Pathway,SMP00494
70,HDTRYLNUVZCQOY-LIZSDCNHSA-N,,trehalose degradation,biolink:Pathway,SMP00467
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,disulfiram action pathway,biolink:Pathway,SMP00429
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,ethanol degradation,biolink:Pathway,SMP00449
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,glucose-6-phosphate dehydrogenase deficiency,biolink:Pathway,SMP00518
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,leigh syndrome,biolink:Pathway,SMP00196
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,pentose phosphate pathway,biolink:Pathway,
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,"primary hyperoxaluria ii, ph2",biolink:Pathway,SMP00558
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,pyruvate decarboxylase e1 component deficiency (pdhe1 deficiency),biolink:Pathway,SMP00334
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,pyruvate dehydrogenase complex deficiency,biolink:Pathway,SMP00212
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,pyruvate kinase deficiency,biolink:Pathway,SMP00559
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,map00620,pyruvate metabolism,biolink:Pathway,
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,ribose-5-phosphate isomerase deficiency,biolink:Pathway,SMP00519
71,IKHGUXGNUITLKF-UHFFFAOYSA-N,,transaldolase deficiency,biolink:Pathway,SMP00520
72,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,,,,
73,OLVVOVIFTBSBBH-KVTDHHQDSA-N,,,,
74,LABSPYBHMPDTEL-LIZSDCNHSA-N,,,,
75,OVRNDRQMDRJTHS-OZRXBMAMSA-N,map00520,amino sugar metabolism,biolink:Pathway,SMP00045
75,OVRNDRQMDRJTHS-OZRXBMAMSA-N,,"g(m2)-gangliosidosis: variant b, tay-sachs disease",biolink:Pathway,SMP00534
75,OVRNDRQMDRJTHS-OZRXBMAMSA-N,,salla disease/infantile sialic acid storage disease,biolink:Pathway,SMP00240
75,OVRNDRQMDRJTHS-OZRXBMAMSA-N,,sialuria or french type sialuria,biolink:Pathway,SMP00216
75,OVRNDRQMDRJTHS-OZRXBMAMSA-N,,tay-sachs disease,biolink:Pathway,SMP00390
76,XTOKIEIBKARFSZ-LURJTMIESA-N,,,,
77,VWXQFHJBQHTHMK-LURJTMIESA-N,,,,
78,AJPADPZSRRUGHI-RFZPGFLSSA-N,,,,
79,LKDRXBCSQODPBY-BGPJRJDNSA-N,,,,
80,QNAYBMKLOCPYGJ-UWTATZPHSA-N,,,,
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,,leigh syndrome,biolink:Pathway,SMP00196
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,,"primary hyperoxaluria ii, ph2",biolink:Pathway,SMP00558
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,,pyruvaldehyde degradation,biolink:Pathway,SMP00459
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,,pyruvate decarboxylase e1 component deficiency (pdhe1 deficiency),biolink:Pathway,SMP00334
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,,pyruvate dehydrogenase complex deficiency,biolink:Pathway,SMP00212
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,,pyruvate kinase deficiency,biolink:Pathway,SMP00559
81,JVTAAEKCZFNVCJ-UWTATZPHSA-N,map00620,pyruvate metabolism,biolink:Pathway,
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,alkaptonuria,biolink:Pathway,SMP00169
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,disulfiram action pathway,biolink:Pathway,SMP00429
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,dopamine beta-hydroxylase deficiency,biolink:Pathway,SMP00498
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,hawkinsinuria,biolink:Pathway,SMP00190
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,monoamine oxidase-a deficiency (mao-a),biolink:Pathway,SMP00533
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,map00350,tyrosine metabolism,biolink:Pathway,
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,tyrosinemia type i,biolink:Pathway,SMP00218
82,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,,"tyrosinemia, transient, of the newborn",biolink:Pathway,SMP00494
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,acute intermittent porphyria,biolink:Pathway,SMP00344
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,carnitine synthesis,biolink:Pathway,SMP00465
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,clomipramine metabolism pathway,biolink:Pathway,SMP00639
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,congenital erythropoietic porphyria (cep) or gunther disease,biolink:Pathway,SMP00345
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,degradation of superoxides,biolink:Pathway,SMP00468
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,ethanol degradation,biolink:Pathway,SMP00449
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,hereditary coproporphyria (hcp),biolink:Pathway,SMP00342
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,homocysteine degradation,biolink:Pathway,SMP00455
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,leigh syndrome,biolink:Pathway,SMP00196
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,malonic aciduria,biolink:Pathway,SMP00198
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,malonyl-coa decarboxylase deficiency,biolink:Pathway,SMP00502
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,methylmalonic aciduria due to cobalamin-related disorders,biolink:Pathway,SMP00201
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,mitochondrial beta-oxidation of long chain saturated fatty acids,biolink:Pathway,SMP00482
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,mitochondrial beta-oxidation of medium chain saturated fatty acids,biolink:Pathway,SMP00481
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,mitochondrial beta-oxidation of short chain saturated fatty acids,biolink:Pathway,SMP00480
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,omeprazole action pathway,biolink:Pathway,SMP00226
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,omeprazole metabolism pathway,biolink:Pathway,SMP00613
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,map00190,oxidative phosphorylation,biolink:Pathway,
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,pantoprazole action pathway,biolink:Pathway,SMP00228
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,pantoprazole metabolism pathway,biolink:Pathway,SMP00615
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,plasmalogen synthesis,biolink:Pathway,SMP00479
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,porphyria variegata (pv),biolink:Pathway,SMP00346
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,map00860,porphyrin metabolism,biolink:Pathway,SMP00024
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,"primary hyperoxaluria ii, ph2",biolink:Pathway,SMP00558
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,map00640,propanoate metabolism,biolink:Pathway,
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,pyruvaldehyde degradation,biolink:Pathway,SMP00459
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,pyruvate decarboxylase e1 component deficiency (pdhe1 deficiency),biolink:Pathway,SMP00334
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,pyruvate dehydrogenase complex deficiency,biolink:Pathway,SMP00212
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,pyruvate kinase deficiency,biolink:Pathway,SMP00559
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,map00620,pyruvate metabolism,biolink:Pathway,
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,rabeprazole action pathway,biolink:Pathway,SMP00229
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,rabeprazole metabolism pathway,biolink:Pathway,SMP00616
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,threonine and 2-oxobutanoate degradation,biolink:Pathway,SMP00452
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,transfer of acetyl groups into mitochondria,biolink:Pathway,SMP00466
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,trehalose degradation,biolink:Pathway,SMP00467
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,map00350,tyrosine metabolism,biolink:Pathway,
83,UFHFLCQGNIYNRP-UHFFFAOYSA-N,,warburg effect,biolink:Pathway,SMP00654
84,GMKMEZVLHJARHF-WHFBIAKZSA-N,,,,
85,OVPRPPOVAXRCED-WVZVXSGGSA-N,,,,
86,ALYNCZNDIQEVRV-UHFFFAOYSA-N,,,,
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,cystathionine beta-synthase deficiency,biolink:Pathway,SMP00177
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,glycine n-methyltransferase deficiency,biolink:Pathway,SMP00222
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,"homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblg complementation type",biolink:Pathway,SMP00570
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,hypermethioninemia,biolink:Pathway,SMP00341
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,methionine adenosyltransferase deficiency,biolink:Pathway,SMP00221
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,map00270,methionine metabolism,biolink:Pathway,SMP00033
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,methylenetetrahydrofolate reductase deficiency (mthfrd),biolink:Pathway,SMP00340
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,s-adenosylhomocysteine (sah) hydrolase deficiency,biolink:Pathway,SMP00214
87,KIDHWZJUCRJVML-UHFFFAOYSA-N,,spermidine and spermine biosynthesis,biolink:Pathway,SMP00445
88,GACTWZZMVMUKNG-KVTDHHQDSA-N,,,,
89,CSCPPACGZOOCGX-UHFFFAOYSA-N,map00072,ketone body metabolism,biolink:Pathway,SMP00071
89,CSCPPACGZOOCGX-UHFFFAOYSA-N,,succinyl coa: 3-ketoacid coa transferase deficiency,biolink:Pathway,SMP00569
90,YQUVCSBJEUQKSH-UHFFFAOYSA-N,,,,
91,IWDCLRJOBJJRNH-UHFFFAOYSA-N,,,,
92,WPYMKLBDIGXBTP-UHFFFAOYSA-N,,,,
93,QAIPRVGONGVQAS-DUXPYHPUSA-N,,,,
94,HCFRWBBJISAZNK-UHFFFAOYSA-N,,,,
95,RLSSMJSEOOYNOY-UHFFFAOYSA-N,,,,
96,QWVGKYWNOKOFNN-UHFFFAOYSA-N,,,,
97,KLZGKIDSEJWEDW-UHFFFAOYSA-N,,,,
98,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,,,,
99,LVHBHZANLOWSRM-UHFFFAOYSA-N,,,,
100,JTEDVYBZBROSJT-UHFFFAOYSA-N,,,,
101,NMHMNPHRMNGLLB-UHFFFAOYSA-N,,,,
102,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,,,,
103,VEVJTUNLALKRNO-TYHXJLICSA-N,,,,
104,GOLXRNDWAUTYKT-UHFFFAOYSA-N,,,,
105,QMMFVYPAHWMCMS-UHFFFAOYSA-N,,,,
106,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,,,,
107,TXXHDPDFNKHHGW-ZPUQHVIOSA-N,,,,
108,IJFXRHURBJZNAO-UHFFFAOYSA-N,,,,
109,KHTAGVZHYUZYMF-UHFFFAOYSA-N,,,,
110,BLHCMGRVFXRYRN-UHFFFAOYSA-N,,,,
111,VNWKTOKETHGBQD-UHFFFAOYSA-N,,,,
112,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,,,,
113,OWBTYPJTUOEWEK-UHFFFAOYSA-N,,,,
114,RWSOTUBLDIXVET-UHFFFAOYSA-N,,beta-mercaptolactate-cysteine disulfiduria,biolink:Pathway,SMP00499
114,RWSOTUBLDIXVET-UHFFFAOYSA-N,map00270,cysteine metabolism,biolink:Pathway,SMP00013
114,RWSOTUBLDIXVET-UHFFFAOYSA-N,,"cystinosis, ocular nonnephropathic",biolink:Pathway,SMP00722
115,VGEREEWJJVICBM-UHFFFAOYSA-N,,,,
116,WHUUTDBJXJRKMK-GSVOUGTGSA-N,,,,
117,JJMDCOVWQOJGCB-UHFFFAOYSA-N,,,,
118,MBBOMCVGYCRMEA-UHFFFAOYSA-N,,,,
119,RAJWOBJTTGJROA-QJISAEMRSA-N,,androstenedione metabolism,biolink:Pathway,SMP30406
120,SXDXRJZUAJBNFL-XKSSXDPKSA-N,map00740,riboflavin metabolism,biolink:Pathway,SMP00070
121,RQRINYISXYAZKL-RPDRRWSUSA-N,,,,
122,BEOUGZFCUMNGOU-UHFFFAOYSA-N,,,,
123,PTHCMJGKKRQCBF-ICIGWGHZSA-N,map00052,galactose metabolism,biolink:Pathway,SMP00043
124,YCCILVSKPBXVIP-UHFFFAOYSA-N,,,,
125,LRHPLDYGYMQRHN-UHFFFAOYSA-N,,,,
126,CHTHALBTIRVDBM-UHFFFAOYSA-N,,,,
127,HHVIBTZHLRERCL-UHFFFAOYSA-N,,,,
128,JUUBCHWRXWPFFH-UHFFFAOYSA-N,,,,
129,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,,,,
130,PHTQWCKDNZKARW-UHFFFAOYSA-N,,,,
131,XDOFWFNMYJRHEW-UHFFFAOYSA-N,,,,
132,TXXHDPDFNKHHGW-CCAGOZQPSA-N,,,,
133,JFLIEFSWGNOPJJ-JTQLQIEISA-N,map00360,phenylalanine metabolism,biolink:Pathway,
134,ZOSQFDVXNQFKBY-CGAXJHMRSA-N,,,,
135,NUZLRKBHOBPTQV-ARJAWSKDSA-N,,,,
136,WFPZSXYXPSUOPY-ROYWQJLOSA-N,,,,
137,ZKLLSNQJRLJIGT-OTWZMJIISA-N,,,,
138,CJJCPDZKQKUXSS-ARQDHWQXSA-N,,,,
139,WGNAKZGUSRVWRH-UHFFFAOYSA-N,,,,
140,IZSRJDGCGRAUAR-UHFFFAOYSA-N,,,,
141,YPGCWEMNNLXISK-UHFFFAOYSA-N,,,,
142,BHHGXPLMPWCGHP-UHFFFAOYSA-N,,,,
143,WQZGKKKJIJFFOK-QRXFDPRISA-N,,,,
144,GZQKNULLWNGMCW-PWQABINMSA-N,,,,
145,BFVQTKQTUCQRPI-YYEZTRBPSA-N,,,,
146,AAXCQFOXUJMCCW-PETQGJDISA-N,,,,
147,QCDYQQDYXPDABM-UHFFFAOYSA-N,,,,
148,ZNXXWTPQHVLMQT-MRVPVSSYSA-N,,,,
149,OLNJUISKUQQNIM-UHFFFAOYSA-N,,,,
150,KTHADMDGDNYQRX-UHFFFAOYSA-N,,,,
151,SRBFZHDQGSBBOR-SQOUGZDYSA-N,,,,
152,KQTIIICEAUMSDG-UHFFFAOYSA-N,,,,
153,RWRDLPDLKQPQOW-UHFFFAOYSA-N,,,,
154,RSTKLPZEZYGQPY-UHFFFAOYSA-N,,,,
155,XVARCVCWNFACQC-RKQHYHRCSA-N,,,,
156,TXXHDPDFNKHHGW-UHFFFAOYSA-N,,,,
