,_id,name,chemical_formula,description,status,average_mw,monoisotopic_mw,state,sources,inchikey
131,HMDB0006116,3-hydroxyhippuric acid,C9H9NO4,"3-Hydroxyhippuric acid is an acyl glycine. Acyl glycines are normally minor metabolites of fatty acids. However, the excretion of certain acyl glycines is increased in several inborn errors of metabolism. In certain cases the measurement of these metabolites in body fluids can be used to diagnose disorders associated with mitochondrial fatty acid beta-oxidation. Acyl glycines are produced through the action of glycine N-acyltransferase (EC 2.3.1.13) which is an enzyme that catalyzes the chemical reaction: acyl-CoA + glycine < -- > CoA + N-acylglycine. 3-Hydroxyhippuric acid is an organic acid found in normal human urine. 3-Hydroxyhippuric acid is a metabolite of rutin detected in urine after consumption of tomato juice (a source of rutin). 3-Hydroxyhippuric acid has its origin in dietary procyanidins (a major source of polyphenols consisting of elementary flavan-3-ol (epi)catechin units). 3-Hydroxyhippuric acid is a microbial aromatic acid metabolite derived from dietary polyphenols and flavonoids, found in normal human urine (PMID: 12592675, 2338430, 17015248, 14556848, 12742116). It is a marker of gut Clostridium species. Higher levels are associated with higher levels of Clostridia (PMID: 27123458).",quantified,195.1721,195.053157781,solid,"['blood', 'feces', 'urine']",XDOFWFNMYJRHEW-UHFFFAOYSA-N
132,HMDB0006331,"cis,cis-muconic acid",C6H6O4,"cis-cis-Muconic acid is a presumptive metabolite of benzene. Muconic acid was first isolated from the urine of rabbits and dogs in 1909 (M. Jaffe, Z Physiol Chem 62:58-67). It was originally thought that if muconic acid was formed by the opening of the benzene ring in vivo then the cis-cis isomer should be the initial (and primary) product. However subsequent studies conducted in the 1950s proved that trans-trans-muconic acid is a true metabolite of benzene in mammals (Parke DV, Williams RT. Biochem J 51:339-348 (1952)). Furthermore, dosing rabbits with phenol or catechol also resulted in the urinary excretion of trans-trans-muconic acid. The oxidative ring opening of benzene first gives rise to cis-cis-muconaldehyde, which then isomerizes to cis-trans- and trans-trans-muconaldehyde; the latter is oxidized in vivo to trans-trans-muconic acid. Isomerization of the trans-trans form may take place in vivo to yield small amounts if the cis-cis and cis-trans form of muconic acid. cis-cis-Muconic acid may also be generated from microbial fermentation of benzoic acid. Certain strains of arthobacter are particularly efficient at this process. cis-cis-Muconic acid can also be found in Pseudomonas and Escherichia coli (https://link.springer.com/article/10.1007/BF00250491) (PMID:26360870).",detected,142.1094,142.02660868,solid,['saliva'],TXXHDPDFNKHHGW-CCAGOZQPSA-N
133,HMDB0006344,phenylacetylglutamine,C13H16N2O4,"Phenylacetylglutamine is a product formed from the conjugation of phenylacetate and glutamine. Technically, it is the amino acid acetylation product of phenylacetate (or phenylbutyrate after beta-oxidation). Phenylacetylglutamine is a normal constituent of human urine, but other mammals such as the dog, cat, rat, monkey, sheep, and horse do not excrete this compound. Phenylacetyl-CoA and L-glutamine react to form phenylacetylglutamine and coenzyme A. The enzyme (glutamine N-acetyl transferase) that catalyzes this reaction has been purified from human liver mitochondria and shown to be a polypeptide species distinct from glycine-N-acyltransferase. Phenylacetylglutamine is a major nitrogenous metabolite that accumulates in uremia (PMID: 2791363, 8972626). It has been shown that over 50% of urine phenylacetylglutamine may be derived from kidney conjugation of free plasma phenylacetic acid and/or from the kidney's preferential filtration of conjugated phenylacetic acid (PMID: 6420430). Phenylacetylglutamine is a microbial metabolite found in Christensenellaceae, Lachnospiraceae and Ruminococcaceae (PMID: 26241311).",quantified,264.2771,264.11100701,solid,"['blood', 'feces', 'urine']",JFLIEFSWGNOPJJ-JTQLQIEISA-N
134,HMDB0006354,deoxythymidine diphosphate-l-rhamnose,C16H26N2O15P2,"Deoxythymidine diphosphate-L-rhamnose (dTDP-L-rhamnose) is the precursor of L-rhamnose, a saccharide required for the virulence of some pathogenic bacteria. In gram-negative bacteria such as Salmonella enterica, Vibrio cholerae, or Escherichia coli 075:K5, L-rhamnose is an important residue in the O-antigen of lipopolysaccharides, which are essential for resistance to serum killing and colonization. In gram-positive bacteria such as streptococci, the capsule is a recognized virulence factor. For example, L-rhamnose is known to be present in the capsule of Streptococcus suis, a causative agent of meningitis in humans. In Streptococcus mutans, L-rhamnose containing polysaccharides have been implicated in tooth surface colonization and adherence to kidney, muscle, and heart tissues. In mycobacteria, L-rhamnose is fundamental to the structural integrity of the cell wall since it connects the inner peptidoglycan layer to the arabinogalactan polysaccharides. dTDP-L-rhamnose is synthesized from glucose-1-phosphate and deoxythymidine triphosphate (dTTP) via a pathway involving four distinct enzymes. Whereas common sugars such as glucose, fructose, and mannose are all D-configured, bacteria commonly utilize the L-configured carbohydrates in pharmacologically active compounds and their cell-wall structures. The bacterial cell wall is unique to bacteria; neither the cell wall nor the enzymes and chemical intermediates in its formation have analogues in humans. The enzymes involved in dTDP-L-rhamnose synthesis are potential targets for the design of new therapeutic agents (PMID: 10802738, 12773151).",expected,548.3296,548.080841196,solid,,ZOSQFDVXNQFKBY-CGAXJHMRSA-N
135,HMDB0006357,cis-2-methylaconitate,C7H8O6,cis-2-Methylaconitate is produced due to the dehydration of 2-methylcitrate in 2-methylcitric acid cycle. The cycle is catalyzed by a cofactor-less (PrpD) enzyme or by an aconitase-like (AcnD) enzyme. (PMID: 17567742). cis-2-Methylaconitate has been found to be a microbial metabolite (ECMDB).,expected,188.1348,188.032087988,solid,,NUZLRKBHOBPTQV-ARJAWSKDSA-N
136,HMDB0006557,adp-glucose,C16H25N5O15P2,"ADP-glucose serves as the glycosyl donor for formation of bacterial glycogen, amylose in green algae, and amylopectin in higher plants. ADP-glucose has been found to be a metabolite of Escherichia (PMID: 25102309).",expected,589.3417,589.082238179,solid,,WFPZSXYXPSUOPY-ROYWQJLOSA-N
137,HMDB0006797,sorbose 1-phosphate,C6H13O9P,Sorbose 1-phosphate is formed when extracellular sorbose is taken into the cell. The enzyme responsible for this is PTS-Sor-EIIA [EC:2.7.1.69]. Sorbose 1-phosphate has been found to be a metabolite of Klebsiella and Lactobacillus (PMID: 6361004; PMID: 12177329).,expected,260.1358,260.029718526,solid,,ZKLLSNQJRLJIGT-OTWZMJIISA-N
138,HMDB0010207,l-rhamnulose,C6H12O5,"L-Rhamnulose (CAS: 14807-05-7), also known as 6-deoxy-L-fructose, is a breakdown product of L-rhamnose, which is ubiquitous and particularly abundant in some plants, such as buckthorn. Rhamnose is also one of the sugars regularly used to conduct the dual sugar permeability test. Rhamnose is fermented by some colonic bacteria into L-rhamnulose. Three bacterial (gut microflora) enzymes are involved in rhamnose degradation including rhaB (rhamnulose kinase), rhaA (rhamnose isomerase), and rhaD (rhamnulose-1-phosphate aldolase). L-Rhamnulose kinase catalyzes the transfer of the gamma-phosphate group from ATP to the 1-hydroxyl group of L-rhamnulose. L-Rhamnulose has been found in Escherichia (PMID: 4975916).",quantified,164.157,164.068473486,solid,['blood'],CJJCPDZKQKUXSS-ARQDHWQXSA-N
139,HMDB0011635,p-cresol sulfate,C7H8O4S,"p-Cresol sulfate is a microbial metabolite that is found in urine and likely derives from secondary metabolism of p-cresol. It appears to be elevated in the urine of individuals with progressive multiple sclerosis (PMID:10775436). p-Cresol sulfate is the major component of urinary MBPLM (myelin basic protein-like material). p-Cresol sulfate is a small protein-bound molecule that is poorly cleared with dialysis. It has been identified as a uremic toxin according to the European Uremic Toxin Working Group (PMID:22626821). Uremic toxins include other low-molecular-weight compounds such as indoxyl sulfate, 3-carboxy-4-methyl-5-propyl-2-furanpropionic acid, and asymmetric dimethylarginine (PMID:18941347). It has also been linked to cardiovascular disease and oxidative injury. Higher levels are associated with overgrowth of intestinal bacteria from Clostridia species, including C. difficile. p-Cresol is generated by the partial breakdown of tyrosine and phenylalanine by a wide range of intestinal obligate or facultative anaerobes, including the genera Bacteroides, Lactobacillus, Enterobacter, Bifidobacterium, and especially Clostridium (PMID:2394806).",quantified,188.201,188.014329434,solid,"['blood', 'feces', 'saliva', 'urine']",WGNAKZGUSRVWRH-UHFFFAOYSA-N
140,HMDB0011731,5-keto-d-gluconate,C6H10O7,"5-Keto-D-gluconate is metabolized from glucose in certain bacterial species. It is an intermediate in L-idonate degradation and ketogluconate metabolism. 5-Keto-D-gluconate 5-reductase catalyzes the reversible reduction of 5-ketogluconate to D-gluconate. This is the second reaction of the L-idonate catabolic pathway after uptake of L-idonate into the cell. The enzyme specifically reduces 5-ketogluconate using either NADH or NADPH. The enzyme is also specific for D-gluconate oxidation using NADP as the coenzyme, NAD does not serve as a coenzyme. 5-Keto-D-gluconate has also been found to be a metabolite of Gluconobacter (https://www.sciencedirect.com/science/article/pii/S138111779800112X).",detected,194.1394,194.042652674,solid,['feces'],IZSRJDGCGRAUAR-UHFFFAOYSA-N
141,HMDB0011743,2-phenylpropionate,C9H10O2,"2-Phenylpropionate is an intermediate in alpha-Methylstyrene (2-phenylpropylene) metabolism. It was identified in human liver slices in small amounts. It is. likely that 2-Phenylpropionate derives from 2-phenylpropionaldehyde, formed from a. 1,2-hydride shift during the transfer of active oxygen to the vinyl. group, as has been proposed for the cytochrome P450-mediated oxidation. of styrene to form phenylacetaldehyde. (PMID: 11159807). 2-Phenylpropionate has been found to be a metabolite of Acinetobacter, Bacteroides, Bifidobacterium, Clostridium, Enterococcus, Escherichia, Eubacterium, Klebsiella, Lactobacillus, Pseudomonas and Staphylococcus (PMID: 19961416).",quantified,150.1745,150.068079564,solid,"['blood', 'urine']",YPGCWEMNNLXISK-UHFFFAOYSA-N
142,HMDB0012275,phenylethylamine,C8H11N,"Phenylethylamine (PEA) is an aromatic amine, which is a colorless liquid at room temperature. It is soluble in water, ethanol, and ether. Similar to other low-molecular-weight amines, it has a fishy odor. Upon exposure to air, it forms a solid carbonate salt with carbon dioxide. Phenethylamine is strongly basic and forms a stable crystalline hydrochloride salt with a melting point of 217 °C. Phenethylamine is also a skin irritant and possible sensitizer. Phenethylamine also has a constitutional isomer (+)-phenylethylamine (1-phenylethylamine), which has two stereoisomers: (R)-(+)-1-phenylethylamine and (S)-(-)-1-phenylethylamine. In the human brain, 2-phenethylamine is believed to function as a neuromodulator or neurotransmitter (a trace amine). Phenethylamine can be biosynthesized from the amino acid phenylalanine by enzymatic decarboxylation. It is also found in many foods such as chocolate, especially after microbial fermentation. However trace amounts from food are quickly metabolized by the enzyme MAO-B (into phenylacetic acid), preventing significant concentrations from reaching the brain. Phenylethylamine is a precursor to the neurotransmitter phenylethanolamine. High levels of PEA have been found in the urine of schizophrenics but it is not significantly elevated in the serum or CSF of schizophrenics (PMID:7906896, PMID:7360842).¬† Urinary levels of PEA are significantly lower in children with attention deficit hyperactivity disorder (ADHD) (PMID:12205654).¬† It has been found that PEA is the primary compound found in carnivore (especially cat) urine that leads to rodent (mouse and rat) avoidance. In other words, phenylethylamine is useful for scaring off rodent pests.¬† Quantitative HPLC analysis across 38 mammalian species has shown that PEA production in urine is especially enhanced in carnivores, with some producing >3,000-fold more than herbivores (PMID:21690383). Phenethylamine has been found to be a metabolite of Bacillus, Enterococcus and Lactobacillus (PMID:22953951; PMID:17307265; PMID:16630269).",quantified,121.1796,121.089149357,solid,"['blood', 'feces', 'urine']",BHHGXPLMPWCGHP-UHFFFAOYSA-N
